मराठी	m ə ɾ ɑː ʈʰ iː
संन्यास	s ə n n j ɑː s
मुरादाबाद	m ʊ ɾ ɑː d̪ ɑː b ɑː d̪
सस्यविज्ञान	s ə s j ə ʋ ɪ ɡ j ɑː n
रामरज	ɾ ɑː m ɾ ə d͡ʒ
पाठ्य	p ɑː ʈʰ j
बाढ़	b ɑː ɽ ʱ
महावीर	m ə ɦ ɑː ʋ iː ɾ
नाभि	n ɑː b ʱ iː
वित्त	ʋ ɪ t̪ t̪
गुलाबी	ɡ ʊ l ɑː b iː
अँगीठी	ə̃ ɡ iː ʈʰ iː
पहुँचना	p ə ɦ ʊ̃ t͡ʃ n ɑː
नफ़रत	n ə f ɾ ə t̪
सतलुज	s ə t̪ l ʊ d͡ʒ
अदब	ə d̪ ə b
शतकवीर	ʃ ə t̪ ə k ʋ iː ɾ
ठोकना	ʈʰ oː k n ɑː
पर्यावरण	p ə ɾ j ɑː ʋ ə ɾ ə n
चूज़ा	t͡ʃ uː z ɑː
आंदोलन	ɑː n d̪ oː l ə n
बंगला	b ə ŋ ɡ l ɑː
बिंदु	b ɪ n d̪ uː
प्रभात	p ɾ ə b ʱ ɑː t̪
बहकाना	b ɛː ʱ k ɑː n ɑː
दाताओं	d̪ ɑː t̪ ɑː oː n
प्रयोगकर्ता	p ɾ ə j oː ɡ k ə ɾ t̪ ɑː
प्राकृत	p ɾ ɑː k ɾ ɪ t̪
परिरुद्ध	p ə ɾ ɪ ɾ ʊ d̪ d̪ ʱ
प्रियवर	p ɾ iː j ə ʋ ə ɾ
इश्क	ɪ ʃ k
उनहत्तर	ʊ n ɦ ə t̪ t̪ ə ɾ
तृण	t̪ ɾ ɪ n
विचारधारा	ʋ ɪ t͡ʃ ɑː ɾ d̪ ʱ ɑː ɾ ɑː
राज़ी	ɾ ɑː z iː
व्यापार	ʋ j ɑː p ɑː ɾ
आदिभाषा	ɑː d̪ ɪ b ʱ ɑː ʃ ɑː
सिफ़त	s ɪ f ə t̪
तीस	t̪ iː s
गाँजा	ɡ ɑː ɲ d͡ʒ ɑː
क्वथनांक	k ʋ ə t̪ʰ ə n ɑː ŋ k
जनजाति	d͡ʒ ə n d͡ʒ ɑː t̪ iː
जायदाद	d͡ʒ ɑː j ə d̪ ɑː d̪
हालाँकि	ɦ ɑː l ɑ̃ː k iː
ध्वज	d̪ ʱ ʋ ə d͡ʒ
उपलब्ध	ʊ p l ə b d̪ ʱ
दुक्की	d̪ ʊ k k iː
रामचंद्र	ɾ ɑː m t͡ʃ ə n d̪ ɾ
क्षेत्रफल	k ʃ eː t̪ ɾ ə pʰ ə l
ज़्यादती	z j ɑː d̪ ə t̪ iː
आत्मघात	ɑː t̪ m ə ɡ ʱ ɑː t̪
निजी	n ɪ d͡ʒ iː
कहलाना	k ɛː ʱ l ɑː n ɑː
बुल्ला	b ʊ l l ɑː
खोला	kʰ oː l ɑː
कार	k ɑː ɾ
अतिसार	ə t̪ ɪ s ɑː ɾ
पीठ	p iː ʈʰ
न्यायपालिका	n j ɑː j p ɑː l ɪ k ɑː
मिठास	m ɪ ʈʰ ɑː s
अनियमितता	ə n iː j ə m ɪ t̪ t̪ ɑː
किलोमीटर	k ɪ l oː m iː ʈ ə ɾ
वस्त्र	ʋ ə s t̪ ɾ
दोहरना	d̪ oː ɦ ə ɾ n ɑː
विनम्रता	ʋ ɪ n ə m ɾ ə t̪ ɑː
साथी	s ɑː t̪ʰ iː
जाति	d͡ʒ ɑː t̪ iː
उल्टा	ʊ l ʈ ɑː
आयु	ɑː j uː
दादरा	d̪ ɑː d̪ ɾ ɑː
ब्रह्मांड	b ɾ ɛː ʱ m ɑː n ɖ
मरुस्थल	m ə ɾ ʊ s t̪ʰ ə l
हैरत	ɦ ɛː ɾ ə t̪
ट्वीट	ʈ ʋ iː ʈ
हीलियम	ɦ iː l iː j ə m
रंभा	ɾ ə m b ʱ ɑː
अनपच	ə n p ə t͡ʃ
तोमर	t̪ oː m ə ɾ
नान	n ɑː n
संबंध	s ə m b ə n d̪ ʱ
सत्य	s ə t̪ j
कारोबारी	k ɑː ɾ oː b ɑː ɾ iː
बयासी	b ə j ɑː s iː
पब	p ə b
क्राइस्टचर्च	k ɾ ɑː ɪ s ʈ t͡ʃ ə ɾ t͡ʃ
गाय	ɡ ɑː j
चोरी	t͡ʃ oː ɾ iː
सत्याग्रह	s ə t̪ j ɑː ɡ ɾ ə ʱ
अंकुरित	ə ŋ k ʊ ɾ ɪ t̪
इमारती	ɪ m ɑː ɾ ə t̪ iː
अठारह	ə ʈʰ ɑː ɾ ə ʱ
नाती	n ɑː t̪ iː
विषम	ʋ ɪ ʃ ə m
कुचलना	k ʊ t͡ʃ ə l n ɑː
माइक	m ɑː ɪ k
गाना	ɡ ɑː n ɑː
उपवास	ʊ p ʋ ɑː s
मध्यावकाश	m ə d̪ ʱ j ɑː ʋ k ɑː ʃ
इलाज	ɪ l ɑː d͡ʒ
सिंचाई	s ɪ ɲ t͡ʃ ɑː iː
लुप्त	l ʊ p t̪
शटर	ʃ ə ʈ ə ɾ
चुकाना	t͡ʃ ʊ k ɑː n ɑː
बुद्धि	b ʊ d̪ d̪ ʱ iː
प्रजातंत्र	p ɾ ə d͡ʒ ɑː t̪ ə n t̪ ɾ
कंगारू	k ə ŋ ɡ ɑː ɾ uː
डेटा	ɖ eː ʈ ɑː
आतंकित	ɑː t̪ ə ŋ k ɪ t̪
समिट	s ə m ɪ ʈ
तिरुचिरापल्ली	t̪ ɪ ɾ ʊ t͡ʃ ɪ ɾ ɑː p ə l l iː
ज्ञात	ɡ j ɑː t̪
रखवाल	ɾ ə kʰ ʋ ɑː l
महक	m eː ɦ eː k
झूठमूठ	d ʒ ʱ uː ʈʰ m uː ʈʰ
वरिष्ठ	ʋ ə ɾ ɪ ʃ ʈʰ
सौम्य	s ɔː m j
आलस्य	ɑː l ə s j
सौदागर	s ɔː d̪ ɑː ɡ ə ɾ
धरती	d̪ ʱ ə ɾ t̪ iː
सगाई	s ə ɡ ɑː iː
ठेठ	ʈʰ eː ʈʰ
अध्यादेश	ə d̪ ʱ j ɑː d̪ eː ʃ
कमज़ोर	k ə m z oː ɾ
कोतवाल	k oː t̪ ʋ ɑː l
मुरदाबाद	m ʊ ɾ d̪ ɑː b ɑː d̪
घेरा	ɡ ʱ eː ɾ ɑː
छाँव	t͡ʃʰ ɑ̃ː ʋ
पनीर	p ə n iː ɾ
अंगारा	ə ŋ ɡ ɑː ɾ ɑː
दाल	d̪ ɑː l
लगाना	l ə ɡ ɑː n ɑː
घड़ियाल	ɡ ʱ ə ɽ iː j ɑː l
शिनकानसेन	ʃ ɪ n k ɑː n s eː n
वादा	ʋ ɑː d̪ ɑː
दूरदर्शिता	d̪ uː ɾ d̪ ə ɾ ʃ ɪ t̪ ɑː
तेज	t̪ eː d͡ʒ
लीद	l iː d̪
सर्वप्रथम	s ə ɾ ʋ p ɾ ə t̪ʰ ə m
जज़्बात	d͡ʒ ə z b ɑː t̪
सम्मिश्रण	s ə m m ɪ ʃ ɾ ə n
कद्दू	k ə d̪ d̪ uː
सहमति	s ɛː ʱ m ə t̪ iː
अफ़लातून	ə f l ɑː t̪ uː n
सिफ़ारिश	s ɪ f ɑː ɾ ɪ ʃ
लथपथ	l ə t̪ʰ p ə t̪ʰ
सुधार	s ʊ d̪ ʱ ɑː ɾ
फ़ाश	f ɑː ʃ
बहुव्रीहि	b ə ɦ ʊ ʋ ɾ iː ɦ iː
पर्व	p ə ɾ ʋ
विषयासक्त	ʋ ɪ ʃ ə j ɑː s ə k t̪
जुआ	d͡ʒ ʊ ɑː
सहारा	s ə ɦ ɑː ɾ ɑː
मूँगफली	m uː ŋ ɡ pʰ ə l iː
शीत	ʃ iː t̪
बर्फ़ीला	b ə ɾ f iː l ɑː
संवाददाता	s ə m ʋ ɑː d̪ d̪ ɑː t̪ ɑː
देखभाल	d̪ eː kʰ b ʱ ɑː l
हितकार	ɦ ɪ t̪ k ɑː ɾ
बावन	b ɑː ʋ ə n
ब्रज	b ɾ ə d͡ʒ
स्पैनिश	s p ɛː n ɪ ʃ
बनाना	b ə n ɑː n ɑː
तकल्लुफ़	t̪ ə k ə l l ʊ f
चौड़ाई	t͡ʃ ɔː ɽ ɑː iː
लेखाकार	l eː kʰ ɑː k ɑː ɾ
गलसुआ	ɡ ə l s ʊ ɑː
निरंतर	n ɪ ɾ ə n t̪ ə ɾ
भूमंडल	b ʱ uː m ə n ɖ ə l
तपस्वी	t̪ ə p ə s ʋ iː
दिल्लीवाला	d̪ ɪ l l iː ʋ ɑː l ɑː
कार्यशाला	k ɑː ɾ j ə ʃ ɑː l ɑː
दुहाई	d̪ ʊ ɦ ɑː iː
गाँधी	ɡ ɑ̃ː d̪ ʱ iː
शारजाह	ʃ ɑː ɾ d͡ʒ ɑː ʱ
प्रदर्शित	p ɾ ə d̪ ə ɾ ʃ ɪ t̪
घोलना	ɡ ʱ oː l n ɑː
अस्थायी	ə s t̪ʰ ɑː j iː
आदमी	ɑː d̪ m iː
जातिवाद	d͡ʒ ɑː t̪ iː ʋ ɑː d̪
दामन	d̪ ɑː m ə n
सुविख्यात	s ʊ ʋ ɪ kʰ j ɑː t̪
नम्रता	n ə m ɾ ə t̪ ɑː
छली	t͡ʃʰ ə l iː
समोसा	s ə m oː s ɑː
पेशाब	p eː ʃ ɑː b
मेंडक	m eː n ɖ ə k
सोग	s oː ɡ
खंडहर	kʰ ə n ɖ ʱ ə ɾ
हिंद	ɦ ɪ n d̪
कटार	k ə ʈ ɑː ɾ
प्लीज़	p l iː z
महमूद	m ɛː ʱ m uː d̪
गई	ɡ ə iː
अपयश	ə p j ə ʃ
पीतल	p iː t̪ ə l
अहंकार	eː ɦ eː ŋ k ɑː ɾ
फुलझड़ी	pʰ ʊ l d͡ʒ ʱ ə ɽ iː
निखरना	n ɪ kʰ ə ɾ n ɑː
कदाचित्	k ə d̪ ɑː t͡ʃ ɪ t̪
पाचन	p ɑː t͡ʃ ə n
अंगोछा	ə ŋ ɡ oː t͡ʃʰ ɑː
कोटवाल	k oː ʈ ʋ ɑː l
त्रासद	t̪ ɾ ɑː s ə d̪
हौसला	ɦ ɔː s l ɑː
आगज़नी	aː ɡ z ə n iː
लिखनेवाली	l ɪ kʰ n eː ʋ ɑː l iː
थोक	t̪ʰ oː k
हैक्टर	ɦ ɛː k ʈ ɛː ɾ
सौराष्ट्र	s ɔː ɾ ɑː ʃ ʈ ɾ
लिखनेवाला	l ɪ kʰ n eː ʋ ɑː l ɑː
जो	d͡ʒ oː
सपूत	s ə p uː t̪
चरबी	t͡ʃ ə ɾ b iː
चौकीदार	t͡ʃ ɔː k iː d̪ ɑː ɾ
कुबेर	k ʊ b eː ɾ
कुरूपता	k ʊ ɾ uː p t̪ ɑː
भीमसरट	b ʱ iː m s ə ɾ ə ʈ
स्कॉट्स	s k ɔː ʈ s
ईंधन	iː n d̪ ʱ ə n
भोर	b ʱ oː ɾ
अन्दर	ə n d̪ ə ɾ
ज़िंदाबाद	z ɪ n d̪ ɑː b ɑː d̪
खटमल	kʰ ə ʈ m ə l
मैंने	m ɛ̃ː n eː
सुईदाब	s ʊ iː d̪ ɑː b
अर्थशास्त्री	ə ɾ t̪ʰ ə ʃ ɑː s t̪ ɾ iː
ठहराव	ʈʰ ɛː ʱ ɾ ɑː ʋ
मेष	m eː ʃ
बेलना	b eː l n ɑː
इलाहाबाद	ɪ l ɑː ɦ ɑː b ɑː d̪
आँसू	ɑ̃ː s uː
डार्विन	ɖ ɑː ɾ ʋ ɪ n
बहत्तर	b ɛː ʱ t̪ t̪ ə ɾ
उपेक्षा	ʊ p eː k ʃ ɑː
धारित	d̪ ʱ ɑː ɾ ɪ t̪
द्रुतगामी	d̪ ɾ ʊ t̪ ɡ ɑː m iː
श्रुति	ʃ ɾ ʊ t̪ iː
अपरिपक्व	ə p ɾ ɪ p ə k ʋ
लौहपथगामिनीसूचकदर्शकहरितताम्रलौहपट्टिका	l ɔː ʱ p ə t̪ʰ ɡ ɑː m ɪ n iː s uː t͡ʃ ə k d̪ ə ɾ ʃ ə kʰ ə ɾ ɪ t̪ t̪ ɑː m ɾ ə l ɔː ʱ p ə ʈ ʈ ɪ k ɑː
ब्याज	b j ɑː d͡ʒ
जैसा	d͡ʒ ɛː s ɑː
दहेज़	d̪ ə ɦ eː z
कुटिया	k ʊ ʈ iː j ɑː
अपूर्व	ə p uː ɾ ʋ ə
उपहार	ʊ pʰ ɑː ɾ
माटी	m ɑː ʈ iː
गला	ɡ ə l ɑː
कुसल	k ʊ s ə l
उस्ताद	ʊ s t̪ ɑː d̪
अगवानी	ə ɡ ʋ ɑː n iː
रेतना	ɾ eː t̪ n ɑː
अन्यायी	ə n j ɑː j iː
सख्खर	s ə kʰ kʰ ə ɾ
इकत्तीस	ɪ k ə t̪ t̪ iː s
ताँबा	t̪ ɑ̃ː b ɑː
तालु	t̪ ɑː l uː
अंग्रेज़	ə ŋ ɡ ɾ eː z
निस्संदेह	n ɪ s s ə n d̪ eː ʱ
कपूर	k ə p uː ɾ
भाँग	b ʱ ɑː ŋ ɡ
मृदु	m ɾ ɪ d̪ uː
अनिवार्य	ə n ɪ ʋ ɑː ɾ j
अट्ठानवे	ə ʈ ʈʰ ɑː n ʋ eː
लोमड़ी	l oː m ɽ iː
चौंसठ	t͡ʃ ɔː n s ə ʈʰ
संदिग्ध	s ə n d̪ ɪ ɡ d̪ ʱ
करौंदा	k ə ɾ ɔː n d̪ ɑː
प्रिंस	p ɾ ɪ n s
रोशनी	ɾ oː ʃ n iː
बेर	b eː ɾ
वृद्धावस्था	ʋ ɾ ɪ d̪ d̪ ʱ ɑː ʋ ə s t̪ʰ ɑː
कदापि	k ə d̪ ɑː p iː
ब्यूरो	b j uː ɾ oː
अभिव्यक्ति	ə b ʱ ɪ ʋ j ə k t̪ iː
दोआब	d̪ oː ɑː b
टीस	ʈ iː s
अहिवाद	ə ɦ ɪ ʋ ɑː d̪
सलाह	s ə l ɑː ʱ
अराजकवादी	ə ɾ ɑː d͡ʒ ə k ʋ ɑː d̪ iː
आतमीयता	ɑː t̪ m iː j ə t̪ ɑː
इंस्पेक्टर	ɪ n s p eː k ʈ ə ɾ
भुज	b ʱ ʊ d͡ʒ
खंभा	kʰ ə m b ʱ ɑː
अहबाब	ɛː ʱ b ɑː b
सिलसिला	s ɪ l s ɪ l ɑː
रोमांचक	ɾ oː m ɑː ɲ t͡ʃ ə k
धनिया	d̪ ʱ ə n iː j ɑː
गुवाहाटी	ɡ ʊ ʋ ɑː ɦ ɑː ʈ iː
बेशक	b eː ʃ ə k
ठहराना	ʈʰ ɛː ʱ ɾ ɑː n ɑː
उर्दू	ʊ ɾ d̪ uː
पाजामा	p a d͡ʒ a m a
कतराना	k ə t̪ ɾ ɑː n ɑː
धारा	d̪ ʱ ɑː ɾ ɑː
रंडी	ɾ ə n ɖ iː
जोत	d͡ʒ oː t̪
दारचीनी	d̪ ɑː ɾ t͡ʃ iː n iː
स्वर्ग	s ʋ ə ɾ ɡ
एकाध	eː k ɑː d̪ ʱ
दूधिया	d̪ uː d̪ ʱ ɪ j ɑː
भागा	b ʱ ɑː ɡ ɑː
कौड़ी	k ɔː ɽ iː
नर्स	n ə ɾ s
न्यायिक	n j ɑː j ɪ k
कूत	k uː t̪
मोर्चा	m oː ɾ t͡ʃ ɑː
आव्यूह	ɑː ʋ j uː ʱ
टिकाऊ	ʈ ɪ k ɑː uː
म्लेच्छ	m l eː t͡ʃ t͡ʃʰ
भेलपूरी	b ʱ eː l p uː ɾ iː
अँगिया	ə̃ ɡ iː j ɑː
कनपेड़	k ə n p eː ɽ
लताड़ना	l ə t̪ ɑː ɽ n ɑː
नज़रिया	n ə z ə ɾ iː j ɑː
संहिता	s ə n ɦ ɪ t̪ ɑː
नरेश	n ə ɾ eː ʃ
रगड़ना	ɾ ə ɡ ə ɽ n ɑː
प्रसन्नता	p ɾ ə s ə n n t̪ ɑː
तिकड़म	t̪ ɪ k ɽ ə m
पश्चात्	p ə ʃ t͡ʃ ɑː t̪
सद्भावना	s ə d̪ b ʱ ɑː ʋ n ɑː
दादी	d̪ ɑː d̪ iː
अपमानजनक	ə p m ɑː n d͡ʒ ə n ə k
कान्हा	k ɑː n ɦ ɑː
रबड़	ɾ ə b ə ɽ
अंजाम	ə ɲ d͡ʒ ɑː m
मँगेतर	m ə ŋ ɡ eː t̪ ə ɾ
डुबोना	ɖ ʊ b oː n ɑː
धोना	d̪ ʱ oː n̪ ɑː
मेल	m eː l
आवृत्ति	ɑː ʋ ɾ ɪ t̪ t̪ iː
जोश	d͡ʒ oː ʃ
कूलॉम	k uː l ɔː m
बिल्कुल	b ɪ l k ʊ l
वेदांत	ʋ eː d̪ ɑː n t̪
भैंस	b ʱ ɛ̃ː s
मक्खनफल	m ə k kʰ ə n pʰ ə l
दाँव	d̪ ɑ̃ː ʋ
अक्टूबर	ə k ʈ uː b ə ɾ
चांदी	t͡ʃ ɑː n d̪ iː
आफ़्रीदी	ɑː f ɾ iː d̪ iː
युग	j ʊ ɡ
जमीन	d͡ʒ ə m iː n
मार्केट	m ɑː ɾ k eː ʈ
सेब	s eː b
अनाज	ə n ɑː d͡ʒ
खजूर	kʰ ə d͡ʒ uː ɾ
इंतज़ार	ɪ n t̪ ə z ɑː ɾ
यूहन्ना	j uː ɦ ə n n ɑː
बुलाना	b ʊ l ɑː n ɑː
वहीं	ʋ ə ɦ ĩː
अहाता	ə ɦ ɑː t̪ ɑː
सुनवाई	s ʊ n ʋ ɑː iː
रजिस्टर	ɾ ə d͡ʒ ɪ s ʈ ə ɾ
युद्धप्रिय	j ʊ d̪ d̪ ʱ p ɾ ɪ j
तक्षशिला	t̪ ə k ʃ ə ʃ ɪ l ɑː
शुल्क	ʃ ʊ l k
लवण	l ə ʋ ə n
दहला	d̪ ɛː ʱ l ɑː
नवाब	n ə ʋ ɑː b
विस्थापन	ʋ ɪ s t̪ʰ ɑː p ə n
अपेक्षित	ə p eː k ʃ ɪ t̪
फेंक	pʰ eː ŋ k
गतिज	ɡ ə t̪ ɪ d͡ʒ
मेहरबानी	m ɛː ʱ ɾ b ɑː n iː
अरसा	ə ɾ s ɑː
समर्थक	s ə m ə ɾ t̪ʰ ə k
दौड़	d̪ ɔː ɽ
रूढ़िवाद	ɾ uː ɽ ʱ ɪ ʋ ɑː d̪
अनुनासिक	ə n ʊ n ɑː s ɪ k
जीरा	d͡ʒ iː ɾ ɑː
गांजा	ɡ ãː n̪ d ʒ aː
वंटन	ʋ ə n ʈ ə n
आवक	ɑː ʋ ə k
सांप्रदायिकता	s ɑː m p ɾ ə d̪ ɑː j ɪ k t̪ ɑː
आमुख	ɑː m ʊ kʰ
सम्मिलित	s ə m m ɪ l ɪ t̪
बाबू	b ɑː b uː
दूध	d̪ uː d̪ ʱ
आँच	ɑ̃ː t͡ʃ
पीएम	p iː eː m
आप	aː p
असुंदर	ə s ʊ n d̪ ə ɾ
कटाई	k ə ʈ ɑː iː
हीटर	ɦ iː ʈ ə ɾ
तैंतीस	t̪ ɛː n t̪ iː s
मिज़ाज	m ɪ z ɑː d͡ʒ
उन्यासी	ʊ n j ɑː s iː
सरफ़रोश	s ə ɾ f ə ɾ oː ʃ
उलटा	ʊ l ʈ ɑː
चौहत्तर	t͡ʃ ɔː ɦ ə t̪ t̪ ə ɾ
यमुना	j ə m ʊ n ɑː
क्षमा	k ʃ ə m ɑː
शू	ʃ uː
शिमला	ʃ ɪ m l ɑː
शान्ति	ʃ ɑː n t̪ iː
युद्धक	j ʊ d̪ d̪ ʱ ə k
कोदो	k oː d̪ oː
चंद्रमा	t͡ʃ ə n d̪ ɾ ə m ɑː
माँदा	m ɑ̃ː d̪ ɑː
गज	ɡ ə d͡ʒ
छेदना	t͡ʃʰ eː d̪ n ɑː
कमाई	k ə m ɑː iː
झूठ	d͡ʒ ʱ uː ʈʰ
वृक्ष	ʋ ɾ ɪ k ʃ
तुर्क	t̪ ʊ ɾ k
शावक	ʃ ɑː ʋ ə k
चूची	t͡ʃ uː t͡ʃ iː
वनों	ʋ ə n õː
अध्यक्षता	ə d̪ ʱ j ə k ʃ t̪ ɑː
आश्रम	ɑː ʃ ɾ ə m
कीमिया	k iː m iː j ɑː
गुनाह	ɡ ʊ n ɑː ʱ
धान	d̪ ʱ ɑː n
हैती	ɦ ɛː t̪ iː
सुप्रभात	s ʊ p ɾ ə b ʱ ɑː t̪
मिल	m ɪ l
यंत्रीकृत	j ə n t̪ ɾ iː k ɾ ɪ t̪
झील	d͡ʒ ʱ iː l
भाजपा	b ʱ ɑː d͡ʒ p ɑː
कोण	k oː n
गृहमंत्री	ɡ ɾ ɪ ʱ m ə n t̪ ɾ iː
पिरिच	p ɪ ɾ ɪ t͡ʃ
दूकान	d̪ uː k ɑː n
उदजन	ʊ d̪ d͡ʒ ə n
टेढ़ापन	ʈ eː ɽ ʱ ɑː p ə n
मेंढक	m eː n ɖ ʱ ə k
लौआ	l ɔː ɑː
पूँछ	p ũː t͡ʃʰ
आर्मेनियन	ɑː ɾ m eː n iː j ə n
मास	m ɑː s
मठ	m ə ʈʰ
जौ	d͡ʒ ɔː
पादप	p ɑː d̪ ə p
भारोत्तोलन	b ʱ ɑː ɾ oː t̪ t̪ oː l ə n
सत्यापन	s ə t̪ j ɑː p ə n
नामक	n ɑː m ə k
चौबीस	t͡ʃ ɔː b iː s
कविता	k ə ʋ ɪ t̪ ɑː
वैराग्य	ʋ ɛː ɾ ɑː ɡ j
पटरी	p ə ʈ ɾ iː
हड़बड़ी	ɦ ə ɽ b ə ɽ iː
अनुष्ठान	ə n ʊ ʃ ʈʰ ɑː n
मसीहा	m ə s iː ɦ ɑː
असैनिक	ə s ɛː n ɪ k
निंदा	n ɪ n d̪ ɑː
उदासी	ʊ d̪ ɑː s iː
सलाउद्दीन	s ə l ɑː ʊ d̪ d̪ iː n
प्रण	p ɾ ə n
अच्छा	ə t͡ʃ t͡ʃʰ ɑː
पछताना	p ə t͡ʃʰ t̪ ɑː n ɑː
ब्रिटिश	b ɾ ɪ ʈ ɪ ʃ
आई	ɑː iː
नाल	n ɑː l
पेप्सी	p eː p s iː
हंगुल	ɦ ə ŋ ɡ ʊ l
बुलबुला	b ʊ l b ʊ l ɑː
दूरबीन	d̪ uː ɾ b iː n
डोनट	ɖ oː n ə ʈ
समालोचना	s ə m ɑː l oː t͡ʃ n ɑː
हँसी	ɦ ə̃ s iː
अभाव	ə b ʱ ɑː ʋ
सहबद्ध	s ɛː ʱ b ə d̪ d̪ ʱ
क्रमबद्ध	k ɾ ə m b ə d̪ d̪ ʱ
मिलीभगत	m ɪ l iː b ʱ ə ɡ ə t̪
बढ़ावा	b ə ɽ ʱ ɑː ʋ ɑː
तर्क	t̪ ə ɾ k
एंड्रॉइड	eː n ɖ ɾ ɔː ɪ ɖ
सिलवाना	s ɪ l ʋ ɑː n ɑː
रोज़ाना	ɾ oː z ɑː n ɑː
पतला	p ə t̪ l ɑː
गाजर	ɡ ɑː d͡ʒ ə ɾ
मुंसिफ़ाना	m ʊ n s ɪ f ɑː n ɑː
सूआ	s uː ɑː
त्वरण	t̪ ʋ ə ɾ ə n
बुर्जुआ	b ʊ ɾ d͡ʒ ʊ ɑː
लालायित	l ɑː l ɑː j ɪ t̪
सकत	s ə k ə t̪
लिंगानुपात	l ɪ ŋ ɡ ɑː n ʊ p ɑː t̪
दरमियानी	d̪ ə ɾ m iː j ɑː n iː
सन्	s ə n
व्यास	ʋ j ɑː s
आवेदन	ɑː ʋ eː d̪ ə n
आकर्षण	ɑː k ə ɾ ʃ ə n
बालपन	b ɑː l p ə n
मोंटेनीगरो	m oː n ʈ eː n iː ɡ ɾ oː
माजूफल	m ɑː d͡ʒ uː pʰ ə l
अवतल	ə ʋ t̪ ə l
चोंच	t͡ʃ oː ɲ t͡ʃ
शरीफ़	ʃ ə ɾ iː f
नव्वे	n ə ʋ ʋ eː
सर्दी	s ə ɾ d̪ iː
डेरा	ɖ eː ɾ ɑː
मज़लूम	m ə z l uː m
कुशल	k ʊ ʃ ə l
सर्विस	s ə ɾ ʋ ɪ s
एहतजाज	eː ʱ t̪ ə d͡ʒ ɑː d͡ʒ
सर	s ə ɾ
केपटाउन	k eː p ʈ ɑː ʊ n
पौराणिक	p ɔː ɾ ɑː n ɪ k
कंकड़	k ə ŋ k ə ɽ
फ़ैज़ाबाद	f ɛː z ɑː b ɑː d̪
हथियारबंद	ɦ ə t̪ʰ iː j ɑː ɾ b ə n d̪
कासा	k ɑː s ɑː
मुक्तिवादी	m ʊ k t̪ ɪ ʋ ɑː d̪ iː
अधीरता	ə d̪ ʱ iː ɾ t̪ ɑː
छन	t͡ʃʰ ə n
उपाधि	ʊ p ɑː d̪ ʱ iː
नायब	n ɑː j ə b
सिंहासन	s ɪ ŋ ɡ ʱ ɑː s ə n
कुख्यात	k ʊ kʰ j ɑː t̪
बहिर्वेशन	b ə ɦ ɪ ɾ ʋ eː ʃ ə n
निनानवे	n ɪ n ɑː n ʋ eː
साक्षात्कार	s ɑː k ʃ ɑː t̪ k ɑː ɾ
जलजनित	d͡ʒ ə l d͡ʒ ə n ɪ t̪
बोट	b oː ʈ
अंतड़ी	ə n t̪ ɽ iː
प्रतीकात्मक	p ɾ ə t̪ iː k ɑː t̪ m ə k
त्रिज्या	t̪ ɾ ɪ d͡ʒ j ɑː
एकतरफ़ा	eː k t̪ ə ɾ f ɑː
अगला	ə ɡ l ɑː
स्पष्टतः	s p ə ʃ ʈ ə t̪ əʰ
निखारना	n ɪ kʰ ɑː ɾ n ɑː
जल्द	d͡ʒ ə l d̪
पाथना	p ɑː t̪ʰ n ɑː
प्रश्नोत्तर	p ɾ ə ʃ n oː t̪ t̪ ə ɾ
दोष	d̪ oː ʃ
लड़ना	l ə ɽ n ɑː
पछाड़ना	p ə t͡ʃʰ ɑː ɽ n ɑː
पेचकस	p eː t͡ʃ k ə s
बाज़ीचा	b ɑː z iː t͡ʃ ɑː
समय	s ə m ə j
जोधपुर	d͡ʒ oː d̪ ʱ p ʊ ɾ
कंधा	k ə n d̪ ʱ ɑː
संकलक	s ə ŋ k ə l ə k
खाई	kʰ ɑː iː
फ़ौजी	f ɔː d͡ʒ iː
सो	s oː
बचाना	b ə t͡ʃ ɑː n ɑː
सरीसृप	s ə ɾ iː s ɾ ɪ p
पराठा	p ə ɾ ɑː ʈʰ ɑː
पखवाड़ा	p ə kʰ ʋ ɑː ɽ ɑː
अभिलाषा	ə b ʱ ɪ l ɑː ʃ ɑː
ना	n ɑː
पूर्वकथन	p uː ɾ ʋ ə k t̪ʰ ə n
कनाडा	k ə n ɑː ɖ ɑː
धर्मस्थल	d̪ ʱ ə ɾ m s t̪ʰ ə l
लागत	l ɑː ɡ ə t̪
बीवी	b iː ʋ iː
सैलाब	s ɛː l ɑː b
पधारना	p ə d̪ ʱ ɑː ɾ n ɑː
पट्टा	p ə ʈ ʈ ɑː
रणनीतिक	ɾ ə n n iː t̪ ɪ k
यूक्रेन	j uː k ɾ eː n
बैसाखी	b ɛː s ɑː kʰ iː
तर्ज़	t̪ ə ɾ z
थाईलैंड	t̪ʰ ɑː iː l ɛː n ɖ
मलाई	m ə l ɑː iː
जिमीकंद	d͡ʒ ɪ m iː k ə n d̪
चित्र	t͡ʃ ɪ t̪ ɾ
चौताल	t͡ʃ ɔː t̪ ɑː l
शुक्राणु	ʃ ʊ k ɾ ɑː n uː
थोपना	t̪ʰ oː p n ɑː
घबराहट	ɡ ʱ ə b ɾ ɑː ɦ ə ʈ
स्त्रीत्व	s t̪ ɾ iː t̪ ʋ ə
फ़ीलपाँव	f iː l p ɑ̃ː ʋ
